name,movie_id
Crime,26258
Family,26258
Drama,50797
Drama,19155
War,19155
Drama,76
Romance,76
Comedy,11017
Drama,37141
Thriller,37141
Comedy,9382
Drama,9382
Drama,6715
Family,6715
Thriller,18256
Drama,18256
Horror,18256
Mystery,18256
Drama,22625
Family,22625
Romance,22625
Comedy,2292
Romance,1909
Drama,1909
Comedy,1909
Drama,8984
Thriller,8984
Crime,8984
Mystery,8984
Romance,8984
Thriller,61813
Action,4954
Adventure,4954
Thriller,4954
Crime,62488
Comedy,62488
Fantasy,62488
Drama,10531
Thriller,10531
Mystery,10531
Crime,11929
Drama,11929
Mystery,11929
Comedy,8467
Comedy,10451
Drama,10451
Romance,10451
Drama,20156
Mystery,20156
Thriller,18395
Comedy,18395
Crime,18395
Romance,18395
Comedy,522
Drama,522
History,522
Comedy,397
Romance,397
Comedy,10525
Drama,10525
Romance,10525
Action,27985
Adventure,27985
Drama,27985
Family,27985
Romance,15789
Animation,15789
Family,15789
Comedy,15789
Adventure,15789
Drama,27303
Thriller,27303
Drama,21183
Family,21183
Fantasy,21183
History,10954
Drama,10954
Drama,47867
Family,47867
Fantasy,47867
Fantasy,43475
Animation,43475
Science Fiction,43475
Family,43475
Drama,72031
Action,72031
Thriller,72031
Crime,72031
Documentary,14275
Drama,1024
Fantasy,1024
Comedy,17207
Family,17207
Drama,13701
Music,13701
Romance,13701
Comedy,14819
Family,14819
Drama,14819
Action,32631
Thriller,32631
Comedy,11777
Drama,11777
Romance,11777
Horror,628
Romance,628
Drama,87729
Romance,87729
Comedy,18713
Crime,18713
Comedy,6280
Family,6280
Romance,6280
Action,9061
Drama,9061
Mystery,9061
Thriller,9061
Adventure,37108
Fantasy,37108
Comedy,37108
Science Fiction,37108
Family,37108
Action,6071
Crime,6071
Drama,6071
Thriller,6071
Adventure,11
Action,11
Science Fiction,11
Drama,9587
Romance,9587
Drama,19101
Family,19101
Fantasy,19101
Drama,49980
Crime,17961
Drama,17961
Drama,18183
Romance,18183
Adventure,4476
Drama,4476
Romance,4476
War,4476
Adventure,11008
Comedy,11008
Family,11008
Action,47504
Drama,47504
Crime,32325
Drama,32325
Drama,43742
Romance,43742
Drama,28313
Comedy,11318
Drama,11318
History,11318
Drama,3036
Horror,3036
Science Fiction,3036
Romance,3036
Action,40490
Comedy,40490
Family,40490
Comedy,24070
Drama,24070
Romance,24070
Comedy,8986
Romance,8986
Fantasy,10510
Drama,10510
Family,10510
Comedy,17402
Romance,17402
Comedy,38722
Drama,38722
Crime,8438
Drama,8438
Drama,11593
Comedy,11593
Drama,1945
Thriller,1945
Crime,39310
Drama,39310
Action,109560
Thriller,109560
Crime,109560
Drama,109560
Horror,56428
Science Fiction,63105
Action,63105
Thriller,63105
Drama,131957
Romance,131957
Crime,241
Thriller,241
Drama,241
Comedy,9058
Drama,9058
Romance,9058
Drama,527
Drama,18220
Romance,18220
Thriller,18220
Action,6950
Drama,6950
Science Fiction,6950
Thriller,6950
Thriller,101
Crime,101
Drama,101
Comedy,63020
Drama,63020
Romance,63020
Comedy,2307
Drama,2307
Romance,2307
Thriller,680
Crime,680
Drama,41478
Comedy,25296
Drama,25296
Drama,40156
Romance,40156
History,11450
Drama,11450
Drama,30304
History,30304
Drama,10452
History,10452
Action,12106
Western,12106
Drama,161495
Comedy,161495
Drama,3586
Comedy,3586
Drama,110
Mystery,110
Romance,110
Drama,108
Music,108
Mystery,108
Comedy,109
Drama,109
Mystery,109
Drama,159185
Comedy,36357
Family,36357
TV Movie,36357
Horror,92769
Drama,92769
Comedy,28033
Drama,28033
Animation,22586
Drama,14334
Family,14334
Fantasy,14334
Action,2636
Thriller,2636
Action,2164
Adventure,2164
Science Fiction,2164
Fantasy,11395
Drama,11395
Comedy,11395
Family,11395
Drama,278
Crime,278
Crime,9905
Thriller,9905
Drama,87078
Thriller,87078
Comedy,12527
Drama,12527
Crime,20306
Comedy,20306
Comedy,36614
Drama,36614
Romance,36614
Comedy,27993
Drama,31439
Romance,31439
War,31439
Action,9067
Comedy,9067
Fantasy,9067
Science Fiction,9067
Horror,9059
Comedy,9059
Thriller,9059
Science Fiction,193
Action,193
Adventure,193
Thriller,193
Crime,25066
Horror,25066
Thriller,25066
Drama,46797
Romance,46797
Thriller,12122
Horror,12122
Science Fiction,12122
Comedy,11381
Drama,32636
Romance,32636
Thriller,36141
Crime,36141
Drama,95963
War,95963
Romance,1587
Drama,1587
Action,9271
Crime,9271
Science Fiction,9271
Thriller,9271
Comedy,2064
Drama,2064
Romance,2064
Drama,19855
Comedy,60855
Romance,60855
Drama,236
Comedy,236
Romance,236
Comedy,48287
Drama,48287
Family,48287
Comedy,3049
Mystery,3049
Drama,2759
Comedy,2759
Drama,12635
Music,12635
Thriller,10497
Drama,10497
Romance,10497
Action,11382
Comedy,11382
Thriller,11382
Action,9331
Drama,9331
Thriller,9331
Drama,10731
Thriller,10731
Crime,10731
Mystery,10731
Comedy,10464
Drama,10464
Family,10464
Romance,10464
Comedy,34152
Drama,34152
Fantasy,9495
Action,9495
Thriller,9495
Drama,29973
Fantasy,888
Comedy,888
Family,888
Comedy,13
Drama,13
Romance,13
Comedy,712
Drama,712
Romance,712
Romance,16295
Drama,16295
Crime,16295
Comedy,48992
Drama,48992
Romance,48992
Action,10879
Comedy,10879
Romance,10879
Comedy,10660
Drama,10660
Romance,10660
Adventure,10714
Drama,10714
Family,10714
Documentary,41647
Foreign,41647
Family,8587
Animation,8587
Drama,8587
Drama,1689
History,1689
Horror,11596
Thriller,11596
Mystery,11596
Fantasy,11596
Romance,854
Comedy,854
Crime,854
Fantasy,854
Action,9359
Adventure,9359
Comedy,9359
Drama,9359
Western,9359
Drama,23333
Comedy,36593
Crime,36593
Comedy,12280
Drama,12280
Drama,2788
Crime,10427
Drama,10427
Thriller,10427
Comedy,11011
Family,11011
Drama,49803
Action,8987
Adventure,8987
Crime,8987
Thriller,8987
Action,1637
Adventure,1637
Crime,1637
Comedy,15128
Romance,15128
Thriller,8831
Science Fiction,8831
Action,8831
Crime,8831
Action,36955
Thriller,36955
Drama,10449
Romance,10449
Fantasy,10395
Drama,12160
Action,12160
Western,12160
Action,40480
Crime,40480
Romance,40480
Thriller,40480
Comedy,52038
Drama,52038
Comedy,29444
Drama,29444
Action,26352
Comedy,26352
Crime,26352
Drama,39953
Drama,41580
Action,315
Crime,315
Crime,22067
Drama,22067
Romance,22067
Animation,18242
Science Fiction,18242
Action,11667
Adventure,11667
Thriller,11667
Action,32502
Comedy,32502
Action,28732
Adventure,28732
Crime,28732
Drama,28732
Thriller,28732
Horror,75555
Thriller,75555
Documentary,42981
Romance,278939
Adventure,278939
Crime,278939
Drama,278939
Thriller,291731
Drama,291731
Action,226229
Thriller,226229
Comedy,203119
Documentary,316098
Action,8011
Fantasy,8011
Science Fiction,8011
Horror,2654
Mystery,2654
Thriller,2654
Drama,18069
Romance,18069
Crime,19092
Drama,19092
Comedy,2758
Family,2758
Fantasy,2758
Comedy,38129
Drama,10436
Romance,10436
Comedy,13595
Crime,13595
Music,13595
Comedy,46094
Family,46094
Action,9409
Comedy,9409
Action,11853
Adventure,11853
Comedy,11853
Drama,11853
Western,11853
Comedy,16771
Drama,16771
Romance,16771
Drama,46924
Comedy,46924
Fantasy,46924
Comedy,11041
Action,306
Comedy,306
Crime,306
Action,14522
Adventure,14522
Drama,14522
Family,14522
Mystery,26203
Crime,26203
Drama,26203
Thriller,26203
Drama,178
Action,178
Thriller,178
Drama,19819
Drama,57834
Romance,57834
Horror,4722
Science Fiction,4722
Thriller,4722
Drama,18215
Romance,18215
Drama,1607
Crime,1607
Comedy,26391
Drama,117553
Comedy,117553
Action,6075
Crime,6075
Drama,6075
Thriller,6075
Action,11310
Comedy,11310
Drama,11310
Western,11310
Comedy,18658
Thriller,18658
Mystery,18658
Action,9350
Adventure,9350
Thriller,9350
Comedy,9612
Science Fiction,9612
Family,9612
Drama,2124
Mystery,2124
Romance,2124
Thriller,2124
Action,26261
Comedy,26261
Family,26261
Western,19176
Action,19176
Comedy,19176
Drama,49299
Comedy,11566
Comedy,9571
Drama,9571
Crime,9739
Action,9739
Science Fiction,9739
Documentary,24257
Western,34444
Drama,34444
Comedy,34444
Romance,34444
Comedy,26141
Drama,10997
Drama,50463
Comedy,50463
Romance,50463
Drama,10443
Comedy,20239
Comedy,16297
Drama,16297
Drama,18551
Mystery,18551
Romance,18551
Comedy,25440
Thriller,25440
Mystery,25440
Romance,25440
Foreign,25440
Comedy,9024
Romance,9024
Drama,37233
Mystery,37233
Thriller,37233
Family,1634
Adventure,1634
Crime,13815
Drama,13815
Thriller,13815
Adventure,5503
Action,5503
Thriller,5503
Crime,5503
Mystery,5503
History,35588
Action,35588
Drama,35588
Western,35588
Drama,2087
Action,2087
Thriller,2087
Family,41579
Comedy,41579
Crime,41579
Drama,18620
Romance,18620
Comedy,41006
Drama,41006
Drama,4916
Thriller,4916
Action,2019
Adventure,2019
Crime,2019
Thriller,2019
History,31642
War,31642
Action,31642
Drama,31642
Action,9255
Comedy,9255
War,9255
Comedy,26271
Drama,10612
Comedy,10612
Romance,10612
Romance,2259
Drama,2259
Comedy,16097
Comedy,11934
Drama,11934
Comedy,106143
Drama,106143
Comedy,12475
Action,9386
Drama,9386
Thriller,9386
Crime,9386
Mystery,9386
Drama,7984
Comedy,59930
Drama,59930
Romance,59930
Drama,15765
Music,15765
Comedy,31643
Action,6
Thriller,6
Crime,6
Adventure,329
Science Fiction,329
Thriller,10909
Crime,10909
Action,507
Crime,507
Drama,507
Thriller,507
Drama,34024
Action,29918
Adventure,29918
Drama,29918
Family,29918
Adventure,9593
Fantasy,9593
Action,9593
Comedy,9593
Family,9593
Comedy,42580
Family,42580
Action,22317
Comedy,22317
Western,22317
Drama,1413
Romance,1413
Comedy,12121
Drama,2246
Crime,2246
Drama,10502
Comedy,10440
Mystery,10440
Drama,9516
Action,9516
Crime,9516
Action,2320
Adventure,2320
Drama,2320
Thriller,2320
Drama,5879
Romance,5879
Thriller,83718
Comedy,83718
Drama,83718
Romance,83718
Drama,11971
Comedy,11971
Romance,11971
Drama,2625
Romance,2625
Comedy,31911
Romance,31911
Comedy,788
Drama,788
Family,788
Comedy,21450
Drama,21450
Adventure,11231
Comedy,41588
Drama,41588
Action,10447
Drama,10447
Science Fiction,10447
Thriller,10447
Comedy,31586
Drama,31586
Family,31586
Fantasy,31586
Science Fiction,31586
Romance,9300
Drama,9300
Fantasy,9300
Crime,9559
Drama,9559
Thriller,9559
Drama,9800
Drama,713
Romance,713
Drama,8291
Romance,8291
Drama,18133
Horror,25557
Science Fiction,25557
Thriller,25557
Comedy,22588
Crime,22588
Drama,22588
Music,22588
Mystery,22588
Romance,22588
Comedy,10872
Drama,1245
Romance,1245
Comedy,11858
War,11858
Action,7007
Drama,7007
Thriller,7007
Comedy,10467
Romance,10467
Action,5550
Adventure,5550
Crime,5550
Science Fiction,5550
Thriller,5550
Comedy,8005
Action,2088
Crime,2088
Drama,2088
Thriller,2088
Action,10412
Drama,10412
Thriller,10412
Drama,47889
Romance,47889
Drama,14534
Drama,56583
Drama,41878
Drama,424
History,424
War,424
Comedy,35233
Drama,35233
Drama,14291
Drama,103413
Drama,11236
Family,11236
Fantasy,11236
Comedy,11592
Crime,11592
Horror,11592
Thriller,11592
Adventure,8850
Fantasy,8850
Action,8850
Thriller,8850
Science Fiction,8850
Drama,10445
Romance,10445
Comedy,695
Drama,695
Drama,43535
Family,43535
Comedy,12519
Drama,12519
Mystery,23210
Drama,23210
Comedy,23210
Comedy,858
Drama,858
Romance,858
Drama,867
Thriller,867
Science Fiction,78
Drama,78
Thriller,78
Comedy,13203
Drama,13203
Romance,13203
Comedy,10442
Crime,10442
Romance,10442
Crime,11074
Action,11074
Mystery,11074
Thriller,11074
History,33367
Drama,33367
Romance,33367
Adventure,9607
Comedy,9607
Family,9607
Fantasy,9607
Action,17585
Adventure,17585
Thriller,17585
Crime,17585
Action,9057
Thriller,9057
Drama,20967
Music,20967
Comedy,10635
Drama,10635
Family,10635
Romance,10635
Fantasy,9479
Animation,9479
Family,9479
Action,10057
Adventure,10057
Comedy,10057
Action,11969
Adventure,11969
Drama,11969
History,11969
Western,11969
Drama,41590
Action,41590
Thriller,41590
Action,319
Thriller,319
Crime,319
Romance,319
Documentary,26408
History,26408
Fantasy,15139
Science Fiction,15139
Family,15139
Animation,15139
Drama,161158
Comedy,161158
Thriller,85247
Drama,85247
Romance,85247
Comedy,11446
Drama,11446
Drama,51980
Romance,51980
Comedy,24405
Romance,24405
Drama,11655
Horror,11655
Thriller,11655
Comedy,11800
Romance,11800
Comedy,8223
Drama,8223
Comedy,14587
Drama,14587
Comedy,31504
Family,31504
Drama,41653
TV Movie,53185
Drama,53185
Romance,53185
Comedy,53185
Drama,95743
Romance,95743
Comedy,23637
Foreign,23637
Comedy,17600
Drama,17600
Romance,10897
Comedy,10897
Family,10897
Comedy,349394
Drama,21352
Family,21352
Adventure,21352
Thriller,68806
Crime,68806
Drama,68806
Comedy,37345
Drama,37345
History,37345
Mystery,37345
History,32562
Documentary,32562
Drama,47507
Comedy,47507
Romance,47507
Foreign,47507
Comedy,25403
Drama,25403
Romance,124304
Drama,124304
Comedy,9066
Comedy,771
Family,771
Fantasy,251
Drama,251
Thriller,251
Mystery,251
Romance,251
Animation,812
Family,812
Comedy,812
Adventure,812
Fantasy,812
Romance,812
Action,280
Thriller,280
Science Fiction,280
Adventure,581
Drama,581
Western,581
Thriller,80350
Action,80350
Drama,80350
Fantasy,268
Action,268
Crime,274
Drama,274
Thriller,274
Fantasy,408
Animation,408
Family,408
Romance,10020
Family,10020
Animation,10020
Fantasy,10020
Music,10020
Animation,10895
Family,10895
Romance,114
Comedy,114
Comedy,41043
Drama,41043
Fantasy,41043
Adventure,576
Western,576
Crime,15477
Thriller,15477
Drama,59146
Foreign,59146
Romance,59146
Comedy,30528
Romance,30528
Comedy,7300
Romance,7300
Horror,10824
Romance,261246
Drama,261246
Crime,275
Drama,275
Thriller,275
Adventure,25059
Comedy,25059
Drama,25059
Family,25059
Animation,11827
Science Fiction,11827
Horror,8766
Thriller,8766
Science Fiction,8766
Comedy,23570
Romance,23570
Drama,47333
Romance,47333
Drama,54850
Mystery,54850
Thriller,54850
Comedy,51242
Foreign,51242
Animation,10112
Comedy,10112
Family,10112
Adventure,10112
Drama,4307
Romance,4307
Comedy,46029
Romance,46029
Comedy,32308
Family,32308
Adventure,88893
Drama,88893
Documentary,88893
Drama,52873
Thriller,340210
Action,340210
Drama,340210
Comedy,44281
Drama,44281
Comedy,28121
Thriller,28121
Crime,28121
Romance,28121
Comedy,12520
Thriller,12520
Crime,12520
Drama,12520
Crime,1592
Drama,1592
Mystery,1592
Thriller,1592
Drama,36447
Romance,36447
Romance,19042
Animation,19042
Family,19042
Adventure,19042
Fantasy,19042
Drama,38884
History,38884
War,38884
Romance,38884
Comedy,47449
Fantasy,36259
Science Fiction,36259
Family,36259
Comedy,41852
Drama,41852
Drama,40926
Thriller,40926
Comedy,9099
Family,9099
Comedy,2021
Drama,2021
Romance,2021
Comedy,61752
Drama,10988
Horror,10988
Mystery,10988
Thriller,10988
Adventure,11479
Drama,11479
Comedy,11479
Family,11479
Romance,398959
Drama,398959
Comedy,287305
Comedy,339428
Drama,12652
Romance,12652
Drama,10684
Thriller,10684
Mystery,10684
War,10684
Adventure,954
Action,954
Thriller,954
Drama,68445
Comedy,68445
Drama,18989
Romance,18989
Comedy,10801
Horror,54285
Mystery,54285
Thriller,54285
Fantasy,8840
Drama,278978
Drama,124625
Action,11107
Comedy,11107
Drama,16417
Comedy,16417
Crime,10363
Drama,10363
Thriller,10363
Romance,161070
Comedy,161070
Drama,161070
Adventure,10539
Animation,10539
Family,10539
Drama,10543
Thriller,10543
Romance,10543
Comedy,18414
Comedy,47502
Crime,47502
Drama,47502
War,11902
Drama,11902
Comedy,11902
War,27098
Drama,27098
Romance,27098
Action,25087
Thriller,25087
Drama,5801
Drama,896
Comedy,3065
Science Fiction,3065
Animation,2300
Comedy,2300
Drama,2300
Family,2300
Fantasy,2300
Science Fiction,8069
Thriller,288173
Action,288173
Drama,288173
Comedy,187851
Horror,187851
Science Fiction,187851
Drama,27768
Thriller,27768
Drama,221917
Romance,221917
Drama,8072
Science Fiction,8072
Mystery,8072
Drama,35797
Documentary,88030
Foreign,88030
Horror,83857
Drama,83857
Thriller,83857
Drama,33245
Drama,124460
Romance,124460
Action,27281
Adventure,27281
Comedy,27281
Family,27281
Drama,105045
Romance,105045
Comedy,40001
Romance,40001
Drama,40001
Action,29621
Adventure,29621
Science Fiction,29621
Thriller,29621
Drama,117730
Foreign,117730
Action,20762
Thriller,20762
Crime,37144
Mystery,37144
Thriller,37144
Crime,48260
Drama,48260
Romance,48260
Thriller,48260
Action,12656
Comedy,12656
Drama,12656
Thriller,12656
Drama,38867
Romance,38867
Comedy,25969
Drama,25969
Family,25969
Romance,25969
Drama,44103
History,44103
Drama,753
Romance,43634
Drama,43634
Mystery,43634
Action,9103
Adventure,9103
Comedy,90214
Romance,90214
Drama,29649
Drama,10990
Mystery,10990
Thriller,10990
Comedy,8866
Romance,8866
Animation,12233
Comedy,12233
Family,12233
Comedy,23449
Adventure,36355
Family,36355
Drama,37667
Thriller,37667
Mystery,37667
Romance,37667
Drama,90148
Drama,922
Fantasy,922
Western,922
War,11876
Adventure,11876
Drama,11876
Romance,11876
Action,52633
Crime,52633
Drama,52633
Comedy,62364
Foreign,62364
Fantasy,11687
Comedy,11687
Science Fiction,11687
Comedy,9304
Fantasy,9304
Science Fiction,9304
Documentary,73183
Drama,131232
Foreign,131232
Drama,9100
Fantasy,9100
Horror,9100
Thriller,9100
Comedy,20759
Drama,20759
Drama,46063
Thriller,46063
Comedy,32513
Drama,32513
Romance,32513
Animation,40651
Drama,40651
Drama,36915
Mystery,36915
Thriller,36915
Action,40507
Drama,40507
Crime,40507
Thriller,40507
Action,9802
Adventure,9802
Thriller,9802
Comedy,25697
Fantasy,21588
Drama,21588
Horror,21588
Comedy,21588
Action,664
Adventure,664
Drama,664
Action,11867
Science Fiction,11867
Drama,47119
Comedy,314352
Action,9323
Animation,9323
Science Fiction,9323
Horror,10280
Thriller,10280
Action,10535
Comedy,10535
Comedy,124613
Drama,124613
Family,532
Animation,532
Comedy,532
Drama,26744
Action,26744
Crime,26744
Comedy,16299
Family,16299
Action,10547
Mystery,10547
Science Fiction,10547
Thriller,10547
Drama,245268
War,245268
Drama,935
Comedy,935
War,935
Horror,55613
Comedy,55613
Drama,55613
Fantasy,55613
Comedy,41007
Drama,41007
Romance,41007
Drama,35645
Family,110465
Adventure,110465
Documentary,255546
Drama,40751
Action,40751
Documentary,85778
Drama,11101
History,11101
War,11101
Adventure,9826
Action,9826
Drama,9879
Thriller,9879
Crime,9879
Drama,63564
Comedy,63564
Drama,22621
Romance,22621
Comedy,7095
Drama,7095
Science Fiction,7095
Drama,26890
Comedy,46732
Drama,46732
Family,46732
Drama,124633
Music,202425
Romance,202425
Drama,77771
Romance,77771
Drama,181083
Drama,41225
Mystery,41225
Horror,41225
Western,87190
Drama,87190
War,87190
Drama,627
Crime,627
Comedy,32872
Romance,32872
Action,602
Adventure,602
Science Fiction,602
Drama,14553
Romance,14553
Drama,9566
Mystery,9566
Thriller,9566
Drama,10545
Animation,10545
Family,10545
Comedy,9894
Drama,9894
Thriller,9894
Comedy,11543
Action,9268
Drama,9268
Mystery,9268
Thriller,9268
Documentary,52059
Fantasy,9327
Comedy,9327
Romance,9327
Science Fiction,9327
Drama,123763
Foreign,123763
Drama,81949
Romance,81949
War,81949
Comedy,44535
Drama,44535
Drama,44495
Comedy,78285
Action,11228
Adventure,11228
Thriller,11228
Horror,10779
Comedy,10779
Drama,26748
Mystery,26748
Romance,26748
Comedy,38223
Drama,38223
Family,38223
Drama,9294
Fantasy,9294
Romance,9294
Science Fiction,9294
Comedy,49963
Drama,49963
Romance,49963
Comedy,11363
Romance,11363
Crime,1645
Drama,1645
Thriller,1645
Drama,31546
Romance,77056
Comedy,77056
Adventure,36344
Action,18550
Comedy,18550
Thriller,18550
Fantasy,11511
Comedy,11511
Science Fiction,11511
Family,11511
Family,34170
Comedy,34170
Action,109478
Mystery,109478
Thriller,109478
War,124645
Drama,124645
Comedy,12606
Comedy,69895
Adventure,35206
Drama,35206
War,151489
Drama,151489
Drama,4837
Comedy,4837
Romance,4837
Drama,12632
Foreign,12632
Comedy,9098
Foreign,9098
Drama,282919
Thriller,124614
Animation,18975
Family,18975
Fantasy,18975
Fantasy,11962
Comedy,11962
Music,11962
Comedy,2925
Romance,28628
Drama,28628
Comedy,28628
Action,3595
Thriller,3595
Comedy,9308
Comedy,92381
Action,18555
Drama,18555
Thriller,18555
