name,movie_id
Blue Parrot Productions,629
Bad Hat Harry Productions,629
Miramax Films,11448
Magnolia Pictures,11448
Walt Disney Pictures,26441
Caravan Pictures,26441
Miramax Films,97406
CiBy 2000,97406
Telefilm Canada,124057
Melenny Productions,124057
Paramount Pictures,9089
Egg Pictures,9089
PolyGram Filmed Entertainment,9089
Paramount Pictures,11359
Columbia Pictures Corporation,11359
The Kennedy/Marshall Company,11359
Paramount Pictures,17182
Hollywood Pictures,2054
The Charlie Mopic Company,2054
PolyGram Filmed Entertainment,2054
Interscope Communications,2054
Miramax Films,10607
Island Pictures,10607
Ivory Way Productions,10607
Warner Bros.,19760
Morgan Creek Productions,19760
Metro-Goldwyn-Mayer (MGM),9536
Motion Picture Corporation of America (MPCA),9536
3 Arts Entertainment,9536
Weasel Productions,9536
New Line Cinema,11525
Miramax Films,40628
Renn Productions,4482
Les Films Flam,4482
TF1 Films Production,4482
Canal+,4482
New Line Cinema,10634
A Band Apart,755
Dimension Films,755
Los Hooligans Productions,755
Miramax,755
Silver Pictures,11859
Warner Bros.,11859
Castleberg Productions,28387
Sandollar Productions,28387
Les Films 13,48750
Canal+,48750
TF1,48750
New Line Cinema,20927
Juno Pix,20927
Warner Bros.,36929
Morgan Creek Productions,36929
The Movie Network (TMN),9102
Allegro Films,9102
Fuji Eight Company Ltd.,9102
Fries Film Group,9102
Super Ecran,9102
Triumph Films,9102
Zweites Deutsches Fernsehen (ZDF),124626
Ciak Filmproduktion,124626
Bluehorse Films,124626
Miramax Films,27526
Columbia Pictures Corporation,9623
I.R.I.B. Channel 2,46785
Ferdos Films,46785
Miramax Films,400
Bergen Film,880
Bard Entertainments,880
NPS Televisie,880
BET Pictures,146599
United Image Entertainme,146599
Playhouse International Pictures,8447
The Samuel Goldwyn Company,8447
Hollywood Pictures,10534
Largo Entertainment,10534
Scott Free Productions,10534
Twentieth Century Fox Film Corporation,17414
Joe Wizan/Todd Black,17414
Paramount Pictures,13997
Paramount Pictures,2086
Miramax Films,61548
Addis Wechsler Pictures,61548
TriStar Pictures,9095
NFH Productions,9095
Paramount Pictures,12158
Miramax Films,9283
Woods Entertainment,9283
Twentieth Century Fox Film Corporation,9208
WCG Entertainment Productions,9208
Mark Gordon Productions,9208
Castle Rock Entertainment,40154
Midwinter Films,40154
Egg Pictures,406
PolyGram Filmed Entertainment,406
Canal+,406
Les Productions Lazennec,406
La Sept CinÃ©ma,406
Kasso Inc. Productions,406
Studio Image,406
Cofinergie 6,406
Channel Four Films,45549
British Broadcasting Corporation (BBC),63076
Westdeutscher Rundfunk (WDR),63076
Canadian Broadcasting Corporation (CBC),63076
Cinemax Reel Life,63076
InPictures,63076
Lafayette Films,63076
Columbia Pictures,11062
Castle Rock Entertainment,11062
Gracie Films,13685
Columbia Pictures Corporation,13685
Touchstone Pictures,47475
Metro-Goldwyn-Mayer (MGM),2045
Dino De Laurentiis Company,2045
Spelling Films,2045
Universal Pictures,9614
Brillstein-Grey Entertainment,9614
Robert Simonds Productions,9614
Amblin Entertainment,688
Malpaso Productions,688
Warner Bros.,688
Walt Disney Pictures,10874
Jim Henson Productions,10874
"Jim Henson Company, The",10874
Icon Entertainment International,197
The Ladd Company,197
B.H. Finance C.V.,197
Columbia Pictures Corporation,103
Italo/Judeo Productions,103
Bill/Phillips,103
New Line Cinema,33542
Golden Harvest Company,33542
Caravan Pictures,43566
Hollywood Pictures,43566
TÃ©lÃ©film Canada,71754
Skyline Films,71754
Malofilm,71754
SociÃ©tÃ© de DÃ©veloppement des Entreprises Culturelles (SODEC),71754
British Screen Productions,71754
National Film Board of Canada (NFB),71754
imX Communications,71754
Glace Bay Pictures,71754
CinÃ© TÃ©lÃ© Action,71754
Nova Scotia Film Development Corporation,71754
Ranfilm,71754
France 2 CinÃ©ma,43612
France 3 CinÃ©ma,43612
StudioCanal,43612
Les Productions du Champ Poirier,43612
TÃ©lÃ©ma Productions,43612
Bavaria Film and Television Fund,16934
TriStar Pictures,10324
Motion Picture Corporation of America (MPCA),10324
Savoy Pictures,78406
TriStar Pictures,55731
Paramount Pictures,11066
Jet Tone Production,11104
The Criterion Collection,11104
Cecchi Gori Group Tiger Cinematografica,37975
Miramax Films,2074
Studio Babelsberg,27793
Dieter Geissler Filmproduktion,27793
Cinevox Filmproduktion GmbH,27793
Warner Bros.,27793
Miramax,27793
Canal Horizons,44284
Mat Films,44284
CinÃ©tÃ©lÃ©films,44284
Fine Line Features,73067
Channel Four Films,73067
BÃ³rd ScannÃ¡n na hÃireann,73067
Canal+,73067
Paramount Pictures,11863
Cigua Films,55475
D'Pelicula,55475
Twentieth Century Fox Film Corporation,9101
Couch Potatoe Productions,123360
Channel Four Films,39428
Academy,39428
Mayfair Films,39428
Iberoamerica Films,39428
Cinergi Pictures Entertainment,9302
Touchstone Pictures,9302
United Artists,11000
Fox Searchlight Pictures,16388
Columbia Pictures,9737
Don Simpson/Jerry Bruckheimer Films,9737
Warner Bros.,30765
New Line Cinema,10474
Island Pictures,10474
Fine Line Features,22279
BBC,22279
British Screen Productions,22279
Portman Productions,22279
Channel Four Films,30157
Zenith Entertainment,30157
American Playhouse,30157
Union GÃ©nÃ©rale CinÃ©matographique (UGC),30157
La Sept CinÃ©ma,30157
True Fiction Pictures,30157
Imagine Entertainment,568
Universal Pictures,568
United Artists,11780
Talisman Productions,11780
October Films,34996
Guild,34996
Fastnet Films,34996
Warner Bros.,414
Polygram Filmed Entertainment,414
Paris Films Productions,649
Five Films,649
Robert et Raymond Hakim,649
Columbia Pictures,1873
Castle Rock Entertainment,1873
Miramax Films,5894
InterAL,5894
PolyGram Filmed Entertainment,1775
Universal Pictures,8839
Amblin Entertainment,8839
The Harvey Entertainment Company,8839
Universal Pictures,20649
40 Acres & A Mule Filmworks,20649
Paramount Pictures,10329
"Kennedy/Marshall Company, The",10329
Hollywood Pictures,8963
Don Simpson/Jerry Bruckheimer Films,8963
Superior Pictures,26564
Columbia Pictures,8068
Los Hooligans Productions,8068
TriStar Pictures,8512
Mundy Lane Entertainment,8512
Twentieth Century Fox Film Corporation,1572
Cinergi Pictures Entertainment,1572
Why Not Productions,13552
Desperate Pictures,13552
Blurco,13552
The Teen Angst Movie Company,13552
Touchstone Pictures,259209
Merchant Ivory Productions,259209
Columbia Pictures Corporation,6520
First Knight Productions,6520
Regency Enterprises,9073
Alcor Films,9073
Canal+,9073
Donner/Shuler-Donner Productions,9073
Warner Bros.,9073
United Artists,10428
Suftley,10428
The Booking Office,17447
Workin' Man Films,17447
TriStar Pictures,9886
Alliance Communications Corporation,9886
Hollywood Pictures,9482
Cinergi Pictures Entertainment,9482
TriStar Pictures,19326
Miramax Films,9344
JDI productions,9071
Lemon Sky Productions,9071
United Artists,8973
Seraphim Films,8973
The Ontario Film Development Corporation,15730
First Choice Films,15730
Atlantis Films,15730
Telefilm Canada,15730
Max Films Productions,15730
Super Ãcran,15730
SociÃ©tÃ© GÃ©nÃ©rale des Industries Culturelles du QuÃ©bec (SOGIC),15730
Touchstone Pictures,47608
Universal Pictures,2293
Gramercy Pictures,2293
Alphaville Films,2293
View Askew Productions,2293
Twentieth Century Fox Film Corporation,9070
Saban Entertainment,9070
Toei Company,9070
PolyGram Filmed Entertainment,68274
Working Title Films,68274
Comet Film Produktion GmbH,48787
Avrora Media,48787
Cobblestone Pictures,48787
Kino Link Company,34574
Columbia Pictures,1642
Twentieth Century Fox Film Corporation,11472
1492 Pictures,11472
Party Productions,36196
Dimension Films,11980
Playhouse International Pictures,58372
American Playhouse,58372
"Samuel Goldwyn Company, The",58372
Killer Films,32646
American Playhouse,32646
Kardana Films,32646
Chemical Films,32646
Hollywood Pictures,10533
Cinergi Pictures Entertainment,10533
United Artists,10802
Le Studio Canal+,10802
Carolco Pictures,10802
Miramax Films,10149
Spring Creek Productions,18402
Warner Bros.,18402
Hawn / Sylbert Movie Company,18402
Metro-Goldwyn-Mayer (MGM),9348
Malpaso Productions,139408
Butcher's Run Films,139408
Warner Bros.,139408
Lightstorm Entertainment,281
Beta Film,5967
Madeleine Films,5967
Parc Film,5967
Hollywood Pictures,79593
PolyGram Filmed Entertainment,79593
Interscope Communications,79593
Savoy Pictures,47939
SociÃ©tÃ© FranÃ§aise de Production (SFP),36834
FIT Productions,36834
Portman Productions,36834
Universal Pictures,9090
Amblin Entertainment,9090
Regency Enterprises,3512
Warner Bros.,3512
Seagal/Nasso Productions,3512
Victor Company of Japan (JVC),3512
Cutting Edge Films,3512
Hollywood Pictures,52856
Twentieth Century Fox Film Corporation,9560
Zucker Brothers Productions,9560
Universal Pictures,9804
Gordon Company,9804
Davis Entertainment,9804
Licht/Mueller Film Corporation,9804
HBO,31611
A BandApart,31611
Rysher Entertainment,31611
United Artists,65796
Paramount Pictures,49805
Twentieth Century Fox Film Corporation,26258
Canal+,50797
Studio Trite,50797
CamÃ©ra One,50797
PolyGram Audiovisuel,19155
British Screen Productions,19155
Detour Film Production,76
Warner Bros.,76
Jack Giarraputo Productions,11017
Spelling Films International,37141
Regency Enterprises,9382
Alcor Films,9382
Canal+,9382
New Regency Pictures,9382
Hera Productions,9382
Universal Pictures,6715
Island World,6715
Full Moon Entertainment,18256
The Rank Organisation,22625
BÃ³rd ScannÃ¡n na hÃireann,22625
Lantana,22625
Price Entertainment,22625
Miramax Films,2292
View Askew Productions,2292
New Line Cinema,1909
American Zoetrope,1909
Warner Bros.,8984
Baltimore Pictures,8984
Keystone Pictures,61813
Dream Man Productions Inc,61813
Paramount Pictures,4954
Savoy Pictures,62488
Rysher Entertainment,62488
Fine Line Features,10531
Channel Four Films,10531
Capitol Films,10531
TF1 Films Production,10531
Canal+,10531
Flach Film,10531
Les Films de l'Astre,10531
Castle Rock Entertainment,11929
Columbia Pictures Corporation,11929
New Line Cinema,8467
Motion Picture Corporation of America (MPCA),8467
Ang Lee Productions,10451
Good Machine,10451
Central Motion Pictures,10451
Miramax Films,20156
Alliance Entertainment,20156
Ego Film Arts,20156
Savoy Pictures,18395
Touchstone Pictures,522
Twentieth Century Fox Film Corporation,397
PolyGram Filmed Entertainment,397
Working Title Films,397
Prufrock Pictures,397
Columbia Pictures,10525
Castle Rock Entertainment,10525
Twentieth Century Fox Film Corporation,27985
Walt Disney Pictures,15789
TriStar Pictures,27303
Metro-Goldwyn-Mayer,21183
Italian International Film,10954
StÃ©phan Films,10954
MG,10954
Miramax Films,72031
Fine Line Features,14275
Kartemquin Films,14275
WingNut Films,1024
Miramax Films,1024
New Zealand Film Commission,1024
Fontana Productions,1024
Caravan Pictures,17207
Hollywood Pictures,17207
Columbia Pictures,13701
Majestic Films International,13701
Icon Entertainment International,13701
Walt Disney Pictures,14819
Caravan Pictures,14819
Universal Pictures,32631
Bregman/Baer Productions,32631
Paramount Pictures,11777
Geffen Pictures,628
Merchant Ivory Productions,87729
Touchstone Pictures,87729
Caravan Pictures,18713
Touchstone Pictures,18713
Universal Pictures,6280
Northern Lights Entertainment,6280
Fountainbridge Films,9061
Warner Bros.,9061
Lee Rich Productions,9061
Walt Disney Pictures,37108
Trimark Pictures,37108
Twentieth Century Fox Film Corporation,6071
Lucasfilm,11
Twentieth Century Fox Film Corporation,11
Columbia Pictures,9587
Warner Bros.,19101
Channel Four Films,49980
Parallax Pictures,49980
MK2 Productions,17961
Aviacsa,18183
Cinevista,18183
Bedford Falls Productions,4476
TriStar Pictures,4476
Pangaea,4476
Universal Pictures,11008
Fine Line Features,47504
New Line Cinema,47504
Live Entertainment,47504
Channel Four Films,32325
Cineville,32325
Home Box Office (HBO),32325
Showcase Entertaiment Inc.,32325
Warner Bros.,43742
Paramount Pictures,28313
Channel Four Films,11318
Samuel Goldwyn Company,11318
Close Call Films,11318
American Zoetrope,3036
TriStar Pictures,3036
Walt Disney Pictures,40490
TriStar Pictures,24070
Paramount Pictures,8986
The Kennedy/Marshall Company,8986
Twentieth Century Fox Film Corporation,10510
Hollywood Pictures,17402
American Zoetrope,38722
American Playhouse,38722
Majestic Films International,38722
Newcomb Productions,38722
Wolper Organization,8438
Warner Bros.,8438
Paramount Pictures,11593
Capella International,11593
Cinehaus,11593
Twentieth Century Fox Film Corporation,1945
Egg Pictures,1945
PolyGram Filmed Entertainment,1945
40 Acres & A Mule Filmworks,39310
TOEI,109560
Distant Justice Joint Venture,109560
Metrodome Films,56428
Filmwerks,63105
Imperial Entertainment,63105
Triumph Films,131957
Regency Enterprises,241
Alcor Films,241
Ixtlan,241
Warner Bros.,241
New Regency Pictures,241
J D Productions,241
TriStar Pictures,9058
Avalon Studios,527
New Zealand Film Commission,527
New Zealand On Air,527
New Line Cinema,18220
CineTel Pictures,18220
MG Entertainment,18220
Kopelson Entertainment,6950
Punch Productions,6950
Warner Bros.,6950
Arnold Kopelson Productions,6950
Columbia Pictures,101
Gaumont,101
"Samuel Goldwyn Company, The",63020
Hollywood Pictures,2307
Miramax Films,680
A Band Apart,680
Jersey Films,680
Polygram Filmed Entertainment,41478
Gramercy Pictures (I),41478
MVP Films,41478
Ang Lee Productions,25296
BBC Films,40156
PolyGram Filmed Entertainment,40156
Miramax,40156
Wildwood Enterprises,11450
Hollywood Pictures,11450
Baltimore Pictures,11450
Cecile Company,30304
Thousand Cranes Filmworks,30304
Renn Productions,10452
Eurimages,10452
Canal+,10452
ARD/Degeto Film GmbH,10452
D.A. Films,10452
France2 CinÃ©ma,10452
WMG Film,10452
Centre National de la CinÃ©matographie (CNC),10452
N.E.F. Filmproduktion und Vertriebs GmbH,10452
Miramax,10452
RCS Films & TV,10452
TriStar Pictures,12106
Hollywood Pictures,161495
Interscope Communications,161495
Nomura Babcock & Brown,161495
Miramax Films,3586
ZespÃ³Å Filmowy TOR,110
Le Studio Canal+,110
France 3 CinÃ©ma,110
TÃ©lÃ©vision Suisse-Romande,110
France 3 CinÃ©ma,108
CED Productions,108
Le Studio Canal+,109
France 3 CinÃ©ma,109
Eurimages,109
Allegro Films,92769
Norstar Entertainment,92769
west wind entertainment,92769
Paramount Pictures,28033
Rich Animation Studios,22586
Jones Entertainment Group,14334
Skerry Productions,14334
Jerry Weintraub Productions,2636
Warner Bros.,2636
Iguana Producciones,2636
Centropolis Entertainment,2164
StudioCanal,2164
Carolco Entertainment,2164
Walt Disney Pictures,11395
Hollywood Pictures,11395
Castle Rock Entertainment,278
Warner Bros.,278
Channel Four Films,9905
Figment Films,9905
The Glasgow Film Fund,9905
PolyGram Filmed Entertainment,9905
Kino Korsakoff,87078
Miramax Films,12527
Tabasco films,12527
Instituto Mexicano de CinematografÃ­a (IMCINE),12527
TeleMadrid,12527
Cineville,20306
Trimark Pictures,20306
Samuel Goldwyn Company,36614
New Line Cinema,27993
1992 Number Four Limited Partnership,27993
MHA,27993
Shanghai Film Studios,31439
Era International Ltd,31439
Trilogy Entertainment Group,9067
Universal Pictures,9059
Tales From The Crypt Holdings,9059
Paramount Pictures,193
40 Acres & A Mule Filmworks,25066
Savoy Pictures,25066
Universal Pictures,12122
Paramount Pictures,11381
Sony Pictures Classics,32636
Populist Pictures,36141
Savoy Pictures,95963
Price Entertainment,95963
"Jackson/McHenry Company,The",95963
Paramount Pictures,1587
Paramount Pictures,9271
Caravan Pictures,2064
Hollywood Pictures,2064
Universal Pictures,19855
Fine Line Features,60855
TÃ©lÃ©film Canada,60855
First Generation Films,60855
National Film Board of Canada (NFB),60855
British Columbia Film Commission,60855
Ciby 2000,236
Film Victoria,236
House & Moorhouse Films,236
Columbia Pictures Corporation,48287
Beacon Pictures,48287
Warner Bros.,3049
Morgan Creek Productions,3049
PolyGram Filmed Entertainment,2759
Gramercy Pictures,12635
Fine Line Features,10497
R.P. Productions,10497
Columbia Pictures Corporation,10497
Les Films Alain Sarde,10497
Canal+,10497
Timothy Burrill Productions,10497
Miramax Films,11382
Paramount Pictures,9331
Mace Neufeld Productions,9331
Regency Enterprises,10731
Alcor Films,10731
Warner Bros.,10731
New Line Cinema,10464
Universal Pictures,34152
40 Acres & A Mule Filmworks,34152
Miramax Films,9495
Crowvision Inc.,9495
Entertainment Media Investment Corporation,9495
Jeff Most Productions,9495
Edward R. Pressman Film,9495
Regency Enterprises,29973
Alcor Films,29973
Warner Bros.,29973
Aleor Films,29973
Universal Pictures,888
Amblin Entertainment,888
Hanna-Barbera Productions,888
Paramount Pictures,13
Channel Four Films,712
PolyGram Filmed Entertainment,712
Working Title Films,712
Columbia Pictures Corporation,16295
New Deal Productions,16295
Columbia Pictures Corporation,48992
Think Again Productions,48992
Riot of Color,48992
Caravan Pictures,10879
Touchstone Pictures,10879
TriStar Pictures,10660
Channel Four Films,41647
Arte,41647
Zweites Deutsches Fernsehen (ZDF),41647
Nomad Films,41647
Omega Film GmbH,41647
Without Walls,41647
Walt Disney Pictures,8587
Walt Disney Feature Animation,8587
Miramax Films,1689
New Line Cinema,11596
New Line Cinema,854
Dark Horse Entertainment,854
Icon Entertainment International,9359
Warner Bros.,9359
Fine Line Features,23333
Miramax Films,23333
Paramount Pictures,36593
Imagine Entertainment,12280
Universal Pictures,12280
Universal Pictures,2788
Jersey Films,2788
Propaganda Films,10427
PolyGram Filmed Entertainment,10427
Davis Entertainment,11011
Silver Pictures,11011
Warner Bros.,11011
New Line Cinema,49803
Universal Pictures,8987
David Foster Productions,8987
Turman-Foster Company,8987
Twentieth Century Fox Film Corporation,1637
Metro-Goldwyn-Mayer (MGM),15128
Universal Pictures,8831
Renaissance Pictures,8831
Dark Horse Entertainment,8831
Largo Entertainment,8831
Signature Pictures,8831
JVC Entertainment Networks,8831
Twentieth Century Fox Film Corporation,36955
Lightstorm Entertainment,36955
Touchstone Pictures,10449
Columbia Pictures,10395
Tig Productions,12160
Warner Bros.,12160
Kasdan Pictures,12160
Paragon Entertainment Corp.,12160
Touchstone Pictures,40480
Tool Shed Productions,40480
BBC Films,52038
Majestic Films International,52038
Little Bird,52038
Gramercy Pictures,29444
PolyGram Filmed Entertainment,29444
Caravan Pictures,26352
Hollywood Pictures,26352
Strand Releasing,39953
Strand Home Video,39953
Eve Productions Inc.,315
Bolex Brothers,18242
Lumen Films,18242
Tara,18242
Universal Pictures,11667
Capcom,11667
Propaganda Films,32502
Motion Picture Corporation of America (MPCA),32502
Polygram Filmed Entertainment,32502
Snowback Productions,32502
Live Entertainment,28732
Capitol Films,28732
Bates Entertainmant,28732
A-Pix Entertainment,75555
Devin Entertainment,75555
Walt Disney Pictures,42981
Theodore Thomas Productions,42981
Overseas FilmGroup,278939
Skyline Entertainment Partners,291731
Arrow,291731
Home Box Office (HBO),203119
Frozen Rope Productions Inc.,203119
Trans-Film,8011
Initial Groupe,8011
LumiÃ¨re Pictures,8011
Fallingcloud,8011
New Line Cinema,2654
New Line Cinema,18069
New Line Cinema,19092
Paramount Pictures,2758
Orion Pictures,2758
Scott Rudin Productions,2758
HBO Independent Productions,38129
Columbia Pictures,10436
Twentieth Century Fox Film Corporation,13595
Island World,13595
Robert Simonds Productions,13595
Hollywood Pictures,46094
PolyGram Filmed Entertainment,46094
Interscope Communications,46094
Nomura Babcock & Brown,46094
NBB Unit One Film Partners,46094
Longview Entertainment,46094
Touchstone Pictures,9409
Twentieth Century Fox Film Corporation,11853
"Ruddy Morgan Organization, The",11853
Fine Line Features,16771
Castle Rock Entertainment,16771
Barcelona Films,16771
Warner Bros.,46924
Enigma Productions,46924
BSB,46924
NatWest Ventures,46924
Fujisankei,46924
Twentieth Century Fox Film Corporation,11041
Paramount Pictures,306
Eddie Murphy Productions,306
Warner Bros.,14522
New Line Cinema,26203
Trilogy Entertainment Group,178
Metro-Goldwyn-Mayer (MGM),178
Paramount Pictures,19819
Orion Pictures Corporation,57834
Heathrow Productions,57834
Warner Bros.,4722
Dorset Productions,4722
Robert H. Solo Productions,4722
Mainline Pictures,18215
HBO Films,1607
Savoy Pictures,1607
Touchstone Pictures,26391
Columbia Pictures,117553
Parkway Productions,117553
Universal Pictures,6075
Epic Productions,6075
Bregman/Baer Productions,6075
Columbia Pictures,11310
Castle Rock Entertainment,11310
Metro-Goldwyn-Mayer (MGM),18658
TriStar Pictures,9350
Canal+,9350
Carolco Pictures,9350
RCS Video,9350
Cliffhanger Productions,9350
Pioneer,9350
Paramount Pictures,9612
Hollywood Pictures,2124
Cinergi Pictures Entertainment,2124
TriStar Pictures,26261
Imagine Entertainment,19176
Universal Pictures,19176
Metro-Goldwyn-Mayer (MGM),49299
Maverick Picture Company,49299
Cecchi Gori Europa N.V.,49299
Eye Productions,49299
Pentamerica,49299
Donner/Shuler-Donner Productions,11566
Warner Bros.,11566
Northern Lights Entertainment,11566
Gramercy Pictures,9571
Alphaville Productions,9571
The Criterion Collection,9571
Silver Pictures,9739
Warner Bros.,9739
Fine Line Features,34444
Metro-Goldwyn-Mayer (MGM),26141
Beijing Film Studio,10997
China Film Co-Production Corporation,10997
Maverick Picture Company,10997
Orion Pictures,50463
Nelson Entertainment,50463
Spring Creek Productions,10443
Warner Bros.,10443
Spring Creek Productions,16297
Warner Bros.,16297
Paramount Pictures,18551
Spring Creek Productions,18551
Mirage,18551
Fine Line Features,25440
Universal Studios,9024
Imagine Entertainment,9024
Paramount Pictures,37233
Mirage Enterprises,37233
Davis Entertainment,37233
Canal Plus,1634
Regency Enterprises,1634
Alcor Films,1634
Warner Bros.,1634
Donner/Shuler-Donner Productions,1634
Miramax Films,13815
Warner Bros.,5503
Columbia Pictures,35588
Universal Pictures,2087
Largo Entertainment,2087
Metro-Goldwyn-Mayer (MGM),41579
Killer Films,18620
The Samuel Goldwyn Company,18620
Can I Watch,18620
Islet,18620
KPVI,18620
Gramercy Pictures,41006
Hollywood Pictures,4916
Universal Pictures,2019
Renaissance Pictures,2019
Alphaville Films,2019
Regency Enterprises,31642
Warner Bros.,31642
Twentieth Century Fox Film Corporation,9255
Sidley Wright & Associates,9255
Spelling Entertainment,26271
IRS Media,26271
Republic Pictures (II),26271
Miramax Films,10612
Parallax Pictures,10612
Det Danske Filminstitut,2259
Spring Creek Productions,2259
Eurimages,2259
Costa do Castelo Filmes,2259
Neue Constantin Film,2259
House of Spirits Film,2259
PolyGram Filmed Entertainment,11934
Silver Pictures,11934
Warner Bros.,11934
Working Title Films,11934
PolyGram Filmproduktion,11934
Gracie Films,106143
Columbia Pictures Corporation,106143
Hollywood Pictures,12475
Castle Rock Entertainment,9386
Columbia Pictures Corporation,9386
Universal Pictures,7984
Hell's Kitchen Films,7984
Touchstone Pictures,59930
Touchstone Pictures,15765
Paramount Pictures,31643
Baltimore Pictures,31643
Universal Pictures,6
Largo Entertainment,6
JVC Entertainment Networks,6
Universal Pictures,329
Amblin Entertainment,329
Propaganda Films,10909
Kouf/Bigelow Productions,10909
Live Entertainment,507
Gramercy Pictures,34024
Paramount Pictures,29918
Columbia Pictures Corporation,9593
Oak Productions,9593
Touchstone Pictures,42580
Savoy Pictures,22317
Geffen Pictures,1413
Warner Bros.,1413
Regency Enterprises,12121
Warner Bros.,12121
Columbia Pictures,2246
New Line Cinema,2246
Castle Rock Entertainment,2246
Nelvana Limited,2246
Icon Entertainment International,10502
Warner Bros.,10502
TriStar Pictures,10440
New Line Cinema,9516
Silver Pictures,2320
Warner Bros.,2320
Argos Films,5879
Oshima Productions,5879
Shibata Organisation,5879
The Samuel Goldwyn Company,83718
Good Machine,83718
Renaissance Films,11971
American Playhouse Theatrical Films,11971
TriStar Pictures,2625
Rastar Films,2625
Warner Bros.,31911
The Samuel Goldwyn Company,31911
Night Life Inc.,31911
Twentieth Century Fox Film Corporation,788
Blue Wolf,788
Thin Man Films,21450
The Criterion Collection,21450
Columbia Pictures Corporation,11231
Regency Enterprises,41588
Alcor Films,41588
Ixtlan,41588
Warner Bros.,41588
New Regency Pictures,41588
Columbia Pictures Corporation,10447
Pacific Western,10447
Allied Filmmakers,10447
Platinum Pictures,10447
Columbia Pictures,31586
New Line Cinema,31586
Castle Rock Entertainment,31586
Mikado Film,9300
Lenfilm Studio,9300
Adventure Pictures,9300
Malpaso Productions,9559
Warner Bros.,9559
TriStar Pictures,9800
Clinica Estetico,9800
New South Wales Film & Television Office,713
The Australian Film Commission,713
CiBy 2000,713
Jan Chapman Productions,713
Columbia Pictures,8291
Touchstone Pictures,18133
Hollywood Pictures,25557
Universal Pictures,22588
