id,budget,revenue
37975,0,0.0
2074,7000000,14702438.0
27793,17000000,0.0
44284,0,0.0
290157,0,0.0
110972,0,0.0
32622,0,0.0
73067,0,0.0
11863,50000000,9851610.0
55475,0,0.0
124636,0,0.0
9101,0,0.0
123360,0,0.0
5757,0,209935.0
39428,0,0.0
124639,0,0.0
9302,60000000,0.0
11000,31000000,185260553.0
249882,0,0.0
16388,0,0.0
9737,19000000,141407024.0
30765,0,0.0
10474,0,0.0
22279,4000000,851545.0
30157,0,0.0
568,52000000,355237933.0
11780,28000000,31596911.0
34996,0,0.0
414,100000000,336529144.0
649,0,0.0
1873,0,0.0
5894,2000000,1275000.0
1775,11000000,178104.0
8839,50000000,287928194.0
20649,25000000,13071518.0
10329,50000000,152022101.0
8963,53000000,157387195.0
26564,0,3174695.0
8068,7000000,25405445.0
8512,27000000,16140822.0
1572,90000000,366101666.0
13552,0,0.0
259209,0,0.0
6520,55000000,127600435.0
9073,0,0.0
10428,20000000,7563728.0
17447,0,0.0
9886,25000000,19075720.0
9482,90000000,113493481.0
19326,0,17014653.0
9344,1500000,7412216.0
9071,500000,1148752.0
8973,0,0.0
15730,0,0.0
47608,0,15453274.0
2293,6000000,2122561.0
9070,15000000,66000000.0
68274,0,0.0
48787,2,1.0
34574,0,0.0
1642,22000000,110627965.0
11472,0,69660733.0
36196,150000,472370.0
11980,8,16.0
58372,0,0.0
32646,0,0.0
10533,50000000,10382407.0
56088,0,0.0
10802,45000000,20350754.0
10149,7000000,8349430.0
18402,0,50892160.0
9348,35000000,113374103.0
139408,0,0.0
281,42000000,7959291.0
5967,0,0.0
79593,14000000,5780000.0
47939,0,7025496.0
36834,0,339889.0
9090,0,47774193.0
3512,60000000,104324083.0
52856,0,0.0
77350,0,0.0
9560,20000000,50012507.0
9804,175000000,264218220.0
31611,8000000,0.0
65796,30000000,0.0
49805,0,0.0
26258,0,0.0
50797,2800000,2616503.0
19155,0,763847.0
76,2500000,5535405.0
11017,10000000,26488734.0
37141,0,0.0
9382,21000000,23450000.0
6715,0,0.0
18256,0,0.0
22625,0,0.0
2292,27000,3151130.0
1909,25000000,22200000.0
8984,55000000,214015089.0
61813,0,0.0
4954,45000000,0.0
62488,0,0.0
10531,0,0.0
11929,0,0.0
8467,16000000,247275374.0
10451,0,7294403.0
20156,0,0.0
18395,0,6841570.0
522,18000000,5887457.0
397,0,0.0
10525,0,0.0
27985,0,0.0
15789,0,35348597.0
27303,15000000,12201255.0
21183,0,0.0
10954,0,0.0
47867,0,3992809.0
43475,0,0.0
72031,0,0.0
14275,700000,7830611.0
1024,5000000,3049135.0
17207,10500000,26325256.0
13701,120,0.0
14819,0,17689177.0
32631,0,0.0
11777,25000000,0.0
628,60000000,223664608.0
87729,14000000,2474000.0
18713,0,0.0
6280,60000000,37000000.0
9061,0,0.0
37108,0,0.0
6071,40000000,0.0
11,11000000,775398007.0
9587,18000000,0.0
19101,17000000,0.0
49980,0,0.0
17961,10000000,0.0
18183,2000000,21665468.0
4476,30000000,160638883.0
11008,0,0.0
47504,0,0.0
32325,0,0.0
43742,60000000,0.0
28313,17000000,7603766.0
11318,0,0.0
3036,45000000,112006296.0
40490,0,0.0
24070,15000000,0.0
8986,0,18137661.0
10510,0,46264384.0
17402,6,5.0
38722,5500000,0.0
8438,0,17381942.0
11593,0,0.0
1945,31000000,106683817.0
39310,0,0.0
109560,0,0.0
56428,4800000,0.0
63105,0,0.0
131957,0,0.0
241,34000000,50282766.0
9058,0,0.0
527,0,2201126.0
18220,0,0.0
6950,50000000,189859560.0
101,16000000,45284974.0
63020,11000000,2832826.0
2307,0,0.0
680,8000000,213928762.0
41478,0,6834525.0
25296,400000,152322.0
40156,0,4176932.0
11450,0,0.0
30304,0,0.0
10452,0,0.0
12106,32000000,18552460.0
161495,22000000,12400000.0
3586,15000000,11300653.0
110,0,0.0
108,0,0.0
109,0,0.0
159185,0,0.0
36357,0,0.0
92769,0,0.0
28033,0,0.0
22586,35000000,9771658.0
14334,0,0.0
2636,45000000,170362582.0
2164,55000000,196567262.0
11395,22000000,189833357.0
278,25000000,28341469.0
9905,0,0.0
87078,0,102780.0
12527,0,0.0
20306,0,0.0
36614,32,0.0
27993,0,0.0
31439,0,0.0
9067,25000000,4064495.0
9059,0,0.0
193,38000000,120000000.0
25066,6000000,12000000.0
46797,0,0.0
12122,0,0.0
11381,0,32648673.0
32636,0,0.0
36141,6500000,0.0
95963,0,0.0
1587,11000000,10032765.0
9271,30000000,24048000.0
2064,17000000,182057016.0
19855,0,0.0
60855,0,759393.0
236,3000000,15119639.0
48287,0,0.0
3049,15000000,107217396.0
2759,0,11220670.0
12635,0,0.0
10497,5000000,1862805.0
11382,0,0.0
9331,62000000,215887717.0
10731,45000000,117615211.0
10464,0,0.0
34152,0,0.0
9495,15000000,94000000.0
29973,0,1007583.0
888,46000000,341631208.0
13,55000000,677945399.0
712,6000000,254700832.0
16295,0,38290723.0
48992,0,1777020.0
10879,45000000,61947267.0
10660,0,0.0
10714,0,0.0
41647,0,449707.0
8587,45000000,788241776.0
1689,35000000,4858139.0
11596,14000000,18090181.0
854,23000000,351583407.0
9359,0,0.0
23333,0,0.0
36593,30000000,51132598.0
12280,6000000,0.0
2788,11500000,20079850.0
10427,8000000,2000000.0
11011,40000000,0.0
49803,0,0.0
8987,45000000,0.0
1637,30000000,350448145.0
15128,0,0.0
8831,27000000,101646581.0
36955,115000000,378882411.0
10449,0,50021959.0
10395,0,0.0
12160,63000000,25052000.0
40480,0,0.0
52038,0,953.0
29444,0,0.0
26352,10000000,29392418.0
39953,0,0.0
41580,0,0.0
315,45000,0.0
22067,7000000,20851521.0
18242,0,0.0
11667,35000000,99423521.0
32502,0,0.0
267188,0,0.0
28732,0,0.0
75555,0,0.0
42981,0,0.0
278939,0,0.0
291731,0,0.0
226229,0,0.0
203119,0,0.0
172923,0,0.0
316098,0,0.0
8011,26000000,36800000.0
171857,0,0.0
2654,8000000,8946600.0
18069,0,0.0
19092,0,0.0
2758,0,48919043.0
38129,0,0.0
10436,34000000,32255440.0
13595,0,0.0
46094,17080000,21011500.0
9409,0,0.0
11853,0,15240435.0
16771,3200000,0.0
46924,40000000,0.0
11041,0,0.0
306,50000000,119208989.0
14522,0,0.0
26203,0,16668552.0
178,0,30156002.0
19819,0,0.0
57834,0,0.0
4722,13000000,428868.0
18215,0,1796389.0
1607,22000000,17287898.0
26391,0,3662459.0
117553,13000000,2570145.0
6075,30000000,36516012.0
11310,0,0.0
18658,0,7355425.0
9350,70000000,255000211.0
9612,0,0.0
2124,40000000,19726050.0
26261,0,0.0
19176,0,0.0
49299,0,0.0
11566,0,63000000.0
9571,6900000,7993039.0
9739,57000000,159055768.0
24257,0,0.0
34444,8000000,0.0
26141,0,0.0
10997,0,0.0
50463,0,0.0
10443,0,0.0
20239,0,0.0
16297,0,0.0
18551,0,9488998.0
25440,0,0.0
9024,30000000,11146270.0
37233,42000000,270248367.0
1634,20000000,153698625.0
13815,0,0.0
5503,44000000,368875760.0
35588,35000000,18635620.0
2087,0,30.0
41579,30000000,0.0
18620,0,0.0
41006,0,0.0
4916,0,22886222.0
2019,18000000,74189677.0
31642,33000000,0.0
9255,25000000,133752825.0
26271,0,0.0
10612,0,0.0
2259,25000000,0.0
16097,0,0.0
11934,30000000,0.0
106143,40000000,0.0
12475,0,28881266.0
9386,40000000,176997168.0
7984,13000000,65796862.0
59930,0,8880705.0
15765,0,0.0
31643,30000000,0.0
6,0,12136938.0
329,63000000,920100000.0
10909,9000000,2395231.0
507,1500000,418961.0
34024,0,0.0
29918,0,0.0
9593,85000000,137298489.0
42580,0,0.0
22317,0,0.0
1413,0,1499795.0
12121,22000000,0.0
2246,0,46405336.0
10502,0,24760338.0
10440,13500000,11285588.0
9516,3500000,27900000.0
2320,55000000,121969216.0
5879,0,0.0
83718,0,0.0
11971,8000000,0.0
2625,0,0.0
31911,0,0.0
788,25000000,441286195.0
21450,0,0.0
11231,12000000,15826984.0
41588,0,0.0
10447,20000000,15340000.0
31586,40000000,0.0
9300,4000000,0.0
9559,30000000,135130999.0
9800,26000000,206678440.0
713,7000000,116700000.0
8291,14000000,27515786.0
18133,0,23042200.0
25557,0,8638072.0
22588,0,0.0
10872,11000000,11439193.0
1245,11500000,23237911.0
11858,40000000,24332324.0
7007,0,107198790.0
10467,0,0.0
5550,22000000,10696210.0
8005,20000000,35739755.0
2088,11500000,3275585.0
10412,0,0.0
47889,800000,1001437.0
14534,12000000,22750363.0
56583,0,0.0
41878,0,0.0
424,22000000,321365567.0
35233,0,0.0
14291,0,7266383.0
103413,0,0.0
11236,0,0.0
11592,13000000,7820688.0
8850,25000000,48063435.0
10445,22000000,0.0
695,0,6110979.0
43535,0,0.0
12519,0,7770731.0
23210,0,0.0
858,21000000,227799884.0
867,40000000,116300000.0
78,28000000,33139618.0
13203,0,36448200.0
10442,20000000,11585483.0
11074,30,0.0
33367,0,0.0
9607,48000000,20915465.0
17585,7400000,7690013.0
9057,50000000,16478900.0
20967,0,0.0
10635,0,0.0
9479,18000000,75634409.0
10057,30000000,53898845.0
11969,25000000,56505065.0
41590,0,0.0
319,12500000,12281551.0
26408,0,0.0
15139,27000000,13670688.0
161158,0,0.0
218473,0,0.0
85247,0,0.0
11446,0,0.0
51980,0,0.0
24405,0,1596687.0
11655,0,0.0
11800,0,0.0
8223,0,0.0
14587,0,0.0
31504,0,0.0
41653,0,0.0
53185,0,0.0
95743,0,0.0
23637,0,0.0
17600,200000,0.0
10897,0,67308282.0
349394,0,0.0
21352,0,0.0
68806,0,0.0
37345,0,3021629.0
32562,0,0.0
47507,0,0.0
25403,0,0.0
124304,0,0.0
9066,0,0.0
771,18000000,476684675.0
251,22000000,505000000.0
812,28000000,504050219.0
280,100000000,520000000.0
581,22000000,424208848.0
80350,0,0.0
268,35000000,411348924.0
274,19000000,272742922.0
408,1488423,184925486.0
10020,25000000,377350553.0
10895,2600000,84300000.0
114,14000000,463000000.0
41043,0,0.0
576,6244087,638641.0
15477,0,0.0
59146,0,0.0
124472,0,0.0
30528,0,0.0
7300,0,97529550.0
10824,0,13940383.0
261246,0,0.0
275,7000000,60611975.0
25059,0,32709423.0
11827,9300000,0.0
8766,4000000,16675000.0
23570,8000000,0.0
47333,0,0.0
54850,500000,0.0
51242,0,0.0
10112,4000000,55675257.0
4307,0,0.0
46029,0,0.0
32308,0,0.0
88893,0,0.0
52873,0,0.0
123505,0,0.0
340210,0,0.0
44281,0,0.0
28121,0,0.0
12520,0,442965.0
1592,30000000,102616183.0
166901,0,0.0
36447,0,0.0
19042,0,8620678.0
38884,0,0.0
47449,0,0.0
36259,33500000,0.0
41852,0,0.0
40926,0,0.0
9099,0,0.0
2021,0,218626.0
61752,12000000,4939939.0
10988,0,0.0
11479,0,0.0
398959,0,0.0
287305,0,0.0
339428,0,65335.0
12652,0,0.0
10684,46000000,100860818.0
954,80000000,457696359.0
68445,0,0.0
18989,0,0.0
10801,0,0.0
54285,0,0.0
8840,57000000,115267375.0
278978,0,0.0
124625,0,0.0
11107,0,0.0
16417,0,0.0
70934,0,0.0
10363,0,0.0
161070,0,0.0
10539,38000000,28921264.0
10543,0,0.0
18414,0,0.0
47502,13000000,9789900.0
11902,14000000,0.0
27098,0,0.0
25087,0,684351.0
5801,0,536364.0
896,0,16000.0
3065,0,0.0
318177,0,0.0
2300,80000000,250200000.0
8069,9000000,2500000.0
288173,0,0.0
187851,0,0.0
27768,0,0.0
221917,0,0.0
8072,220000,0.0
35797,0,0.0
88030,0,0.0
185191,0,0.0
83857,0,0.0
33245,0,0.0
124460,0,0.0
27281,0,0.0
105045,0,0.0
40001,25000000,10070000.0
29621,0,0.0
117730,0,0.0
20762,0,0.0
37144,0,0.0
48260,0,0.0
12656,0,0.0
38867,0,62949.0
277270,0,0.0
25969,0,0.0
44103,0,0.0
753,275000,0.0
43634,0,0.0
9103,30000000,57400547.0
90214,0,0.0
29649,0,0.0
10990,0,0.0
8866,0,0.0
12233,31000000,74151346.0
23449,0,0.0
36355,25530000,20080020.0
37667,0,0.0
90148,0,0.0
922,9000000,0.0
11876,35000000,15000000.0
52633,0,0.0
62364,0,0.0
11687,0,0.0
9304,45000000,0.0
73183,0,0.0
131232,0,0.0
9100,15000000,24769466.0
20759,0,0.0
46063,0,5.0
365371,0,0.0
32513,0,0.0
40651,0,0.0
36915,25000000,0.0
40507,4800000,3014000.0
9802,75000000,335062621.0
25697,0,0.0
21588,4000000,0.0
664,92000000,494471524.0
11867,0,3793614.0
47119,0,0.0
314352,0,0.0
9323,0,2287714.0
10280,0,0.0
10535,18000000,0.0
124613,0,0.0
532,0,0.0
26744,0,0.0
16299,0,0.0
10547,25000000,14048372.0
245268,0,0.0
935,1800000,9440272.0
55613,0,0.0
215107,0,0.0
41007,0,0.0
35645,0,0.0
110465,0,0.0
255546,0,0.0
40751,0,0.0
275096,0,0.0
85778,0,0.0
11101,0,0.0
9826,45000000,17300889.0
9879,50000000,113309743.0
63564,0,0.0
22621,0,0.0
7095,45000000,58620973.0
26890,0,1814290.0
46732,0,0.0
124633,0,0.0
202425,0,0.0
196940,0,0.0
77771,0,0.0
181083,0,0.0
41225,0,0.0
188589,0,0.0
87190,50,0.0
627,4000000,16491080.0
32872,1000000,0.0
602,75000000,816969268.0
14553,0,0.0
9566,55000000,18626419.0
10545,100000000,100138851.0
9894,47000000,102825796.0
11543,27000000,25023434.0
9268,100000000,242295562.0
52059,0,0.0
9327,54000000,128769345.0
123763,0,0.0
81949,0,65352.0
42005,0,0.0
124306,0,0.0
183955,0,0.0
44535,0,0.0
44495,0,0.0
78285,0,0.0
11228,80000000,159212469.0
10779,30000000,29359216.0
26748,5000000,13269963.0
38223,12000000,0.0
9294,32000000,152036382.0
49963,0,0.0
11363,3500000,9482579.0
1645,40000000,152266007.0
31546,0,665450.0
77056,0,0.0
36344,23000000,0.0
18550,25000000,17193231.0
11511,20000000,0.0
172198,0,0.0
34170,30000000,0.0
281085,0,0.0
109478,0,0.0
124645,0,0.0
12606,0,0.0
69895,0,0.0
35206,0,0.0
151489,0,0.0
4837,0,0.0
12632,0,0.0
9098,0,0.0
282919,0,0.0
124614,0,0.0
18975,0,0.0
11962,13000000,4619014.0
2925,26000000,116400000.0
28628,0,0.0
3595,80000000,309492681.0
9308,0,21302121.0
92381,0,0.0
18555,0,258263.0
12123,50000000,60209334.0
10830,36000000,33459416.0
3573,6000000,22231658.0
10546,13000000,17917287.0
18862,0,0.0
31417,0,0.0
9431,15000000,5600000.0
124619,0,0.0
297645,0,0.0
48144,0,0.0
46986,0,0.0
144982,0,0.0
47907,6000000,12643776.0
10061,50000000,42277365.0
36266,0,0.0
549,2962051,3011195.0
10478,45000000,53854588.0
66634,200000,300000.0
116690,0,0.0
213917,0,0.0
145925,0,0.0
100914,0,0.0
238,6000000,245066411.0
159,0,0.0
11134,900000,20483423.0
88224,500000,431326.0
132641,0,0.0
42758,1850000,0.0
9303,4500000,7011317.0
23945,17000000,0.0
37820,0,0.0
22479,18000000,0.0
9054,53000000,0.0
241058,0,0.0
11985,0,0.0
10232,0,0.0
59569,0,0.0
410921,0,0.0
38955,0,0.0
110513,0,0.0
114089,0,0.0
11015,60000000,33956608.0
9306,40000000,49627779.0
12559,0,0.0
58770,8000000,0.0
124851,0,0.0
3587,32000000,0.0
10723,25000000,22611954.0
56077,0,0.0
19004,0,0.0
101230,0,0.0
253632,0,0.0
10987,5000000,15116634.0
44705,0,0.0
20318,0,0.0
43596,0,0.0
79782,0,0.0
26933,0,0.0
27854,3000000,0.0
981,0,0.0
872,2540800,7200000.0
2769,2723903,4500000.0
13320,0,0.0
164,2500000,9500000.0
426,2479000,28000000.0
567,1000000,36764313.0
3078,325000,4500000.0
13528,2068000,0.0
28288,520000,0.0
213,4000000,13275000.0
284,3000000,25000000.0
239,2883848,25000000.0
4808,4000000,13474588.0
289,878000,10462500.0
963,375000,1000000.0
11113,17000000,72070731.0
6620,2238813,10000000.0
804,1500000,12000000.0
26531,0,0.0
909,0,0.0
630,2777000,33754967.0
770,4000000,400176459.0
31044,0,0.0
599,1752000,5000000.0
15,839727,23217674.0
62,10500000,68700000.0
121357,0,0.0
705,1400000,63463.0
22490,1688000,2270000.0
223,1288000,6000000.0
25670,0,0.0
303,2000000,24464742.0
4174,1500000,7000000.0
8356,0,0.0
381,2500000,8750000.0
20758,0,0.0
29376,0,0.0
1859,1365000,2279000.0
18299,0,0.0
17281,0,0.0
64382,0,0.0
10907,2033000,3981000.0
32093,0,0.0
1939,1020000,2000000.0
22292,0,0.0
3598,4000000,0.0
3080,609000,3202000.0
198,0,0.0
13562,0,0.0
1712,5400000,35000000.0
220,1,5.0
3529,226408,1423000.0
3085,0,0.0
2897,6000000,42000000.0
1585,3180000,9644124.0
3083,1500000,9600000.0
900,1073000,0.0
43795,0,0.0
85638,0,0.0
50001,0,0.0
43905,0,0.0
22688,0,0.0
23114,0,0.0
26378,0,0.0
40206,0,0.0
22356,0,0.0
260,0,0.0
43488,0,0.0
22613,0,0.0
10331,114000,30000000.0
488,1300000,10750000.0
22733,1000000,0.0
261,3000000,17570324.0
57575,0,105.0
32574,0,0.0
22657,0,0.0
76464,0,0.0
22649,4,25.0
176841,0,0.0
125587,0,0.0
39448,0,0.0
52855,0,3028094.0
39940,0,0.0
172868,0,0.0
85328,0,0.0
124632,0,0.0
11076,0,0.0
63945,0,294064.0
58985,0,0.0
890,0,0.0
10861,25000000,51702483.0
1770,28000000,16900000.0
44465,0,8538318.0
2033,0,0.0
18203,0,0.0
9333,67000000,47267001.0
47260,0,0.0
9400,9000000,41590886.0
9401,0,0.0
12241,2300000,49620.0
25739,0,0.0
161806,0,0.0
11306,38000000,17380126.0
9625,45000000,0.0
10680,0,22955097.0
6346,50000000,22540359.0
18660,0,0.0
35115,0,0.0
14821,0,20000000.0
14136,0,0.0
10869,0,0.0
22660,0,0.0
19186,0,0.0
31102,0,0.0
6878,0,0.0
15944,0,0.0
18444,0,0.0
20723,0,0.0
173,5000000,28200000.0
864,14000000,154864401.0
24795,0,50236831.0
11224,2900000,263591415.0
81310,0,0.0
15947,0,0.0
9078,3000000,22182353.0
29682,0,0.0
8367,48000000,390493908.0
433,6000000,102272727.0
11360,812000,1600000.0
11114,10000000,0.0
12335,20000000,17900000.0
12092,3000000,572000000.0
10948,12000000,29800000.0
11229,3000000,0.0
15121,8200000,286214286.0
562,28000000,140767956.0
10163,10000000,32101000.0
48862,0,0.0
117036,0,0.0
47199,0,0.0
11159,4500000,13417292.0
9591,0,34585416.0
30500,0,4137645.0
41843,16000000,1985001.0
55058,0,0.0
10938,0,1500000.0
11412,65000000,89456761.0
10586,50000000,75000000.0
42314,0,0.0
27845,0,0.0
108365,0,0.0
23223,0,0.0
49471,2400000,5731103.0
38153,45000000,2154540.0
25147,7000000,405000.0
9716,20000000,0.0
43777,0,0.0
454,14500000,147298761.0
10218,200000,4505922.0
819,44000000,165615285.0
38191,0,0.0
56830,0,0.0
11238,0,0.0
27256,0,0.0
31530,0,0.0
66473,0,0.0
28120,0,0.0
1834,0,0.0
26282,0,0.0
37218,120,0.0
252,3000000,4000000.0
116356,0,0.0
16372,0,0.0
11561,2000000,18344729.0
11302,2000000,11833696.0
623,7500000,62493712.0
583,4000000,20045115.0
12614,0,28215453.0
21711,0,0.0
11575,12000000,25333333.0
475,2500000,50700000.0
11331,0,0.0
521,1400000,3000000.0
21202,0,0.0
88,6000000,213954274.0
500,1200000,14661007.0
792,6000000,138530565.0
8491,6500000,30218387.0
402,49000000,352927224.0
10537,38000000,34416893.0
11386,3705538,62548947.0
9504,12500000,10725228.0
15764,12000000,30036000.0
601,10500000,792965326.0
67365,0,0.0
25842,0,0.0
2119,60000000,157920733.0
744,15000000,356830601.0
136311,0,1910.0
221,1500000,0.0
702,1800000,8000000.0
25750,0,0.0
17642,0,0.0
427043,0,0.0
146341,0,0.0
9305,0,0.0
37616,0,0.0
11112,0,0.0
21612,12500000,1227324.0
141210,0,0.0
102461,0,0.0
36998,0,0.0
200383,0,0.0
116844,0,0.0
1630,36000000,20300385.0
26626,0,0.0
124837,0,0.0
11816,0,19255967.0
11843,5000000,41833347.0
10379,6788000,13878334.0
2756,70000000,90000098.0
790,1000000,21378361.0
1103,6000000,50244700.0
11298,1000000,17985893.0
4480,4940939,0.0
4481,0,0.0
49688,0,0.0
10765,0,0.0
762,400000,5028948.0
44497,0,127251.0
85588,0,0.0
278621,0,0.0
99479,0,0.0
55049,500000,0.0
124829,0,0.0
79306,0,2035470.0
356054,0,0.0
10548,0,2666118.0
531,0,0.0
104931,0,0.0
4483,0,0.0
18919,0,0.0
31556,0,0.0
26167,0,0.0
26174,0,0.0
61461,0,0.0
117500,0,0.0
218713,0,0.0
217802,0,0.0
127973,0,0.0
659,0,0.0
30892,0,0.0
86369,0,0.0
8074,0,0.0
124676,0,0.0
38554,0,0.0
49763,7000000,1100000.0
41326,0,269823.0
36555,0,0.0
10608,0,0.0
11216,0,11990401.0
7452,0,0.0
64567,0,0.0
892,4000000,1794187.0
1600,0,1999955.0
26561,0,13200170.0
975,935000,0.0
18129,0,13446769.0
54405,0,0.0
150823,0,0.0
409,27000000,231976425.0
38251,0,4532791.0
10161,645180,14743391.0
1412,1200000,0.0
41768,0,0.0
10409,3000000,33946224.0
14285,0,0.0
2469,0,0.0
10174,4,29.0
31225,500000,3779620.0
510,3000000,108981275.0
11455,0,41590893.0
1891,18000000,538400000.0
2493,16000000,30857814.0
85,18000000,389925971.0
68,15000000,0.0
679,18500000,183316455.0
429,1200000,6000000.0
13446,0,0.0
389,350000,1000000.0
947,15000000,69995385.0
185,2200000,26589000.0
595,2000000,13129846.0
28,31500000,89460381.0
335,5000000,5321508.0
1892,32350000,572700000.0
144,2500000,3200000.0
1092,0,596349.0
769,25000000,46836394.0
348,11000000,104931801.0
766,11000000,0.0
175,0,0.0
11645,11500000,4069653.0
10835,0,0.0
539,806948,32000000.0
525,27000000,115229890.0
240,13000000,47542841.0
600,17000000,46357676.0
530,0,0.0
10705,9000000,0.0
279,18000000,51973029.0
3109,0,0.0
311,30000000,0.0
1578,18000000,23000000.0
703,4000000,38251425.0
9549,27000000,21500000.0
1398,0,0.0
387,14000000,85000000.0
9277,5500000,159616327.0
343,1200000,0.0
37291,700000,0.0
490,0,0.0
11235,0,0.0
218,6400000,78371200.0
763,3000000,242623.0
9665,18000000,26828365.0
18971,0,0.0
696,0,39946780.0
379,14000000,5080409.0
207,16400000,235860116.0
37247,3000000,104945305.0
1480,829000,2247465.0
9322,0,5000000.0
826,3000000,27200000.0
422,0,0.0
829,6000000,30000000.0
828,1200000,0.0
3090,3800000,4307000.0
9964,25710,0.0
3063,0,0.0
13667,0,10297601.0
694,19000000,44017374.0
235,8000000,52287414.0
832,0,0.0
765,3600000,5923044.0
5925,4000000,11744471.0
11778,15000000,50000000.0
4485,0,0.0
137,14600000,70906973.0
33,14000000,159157447.0
982,80000000,96105910.0
8428,0,11541758.0
212,1120175,0.0
105,19000000,381109762.0
1633,11000000,119418501.0
11202,12000000,89800000.0
1554,0,0.0
149,8000000,553171.0
8009,16000000,5900000.0
903,3000000,16217773.0
11673,0,0.0
3034,2800000,86273333.0
339,3500000,2015810.0
10404,0,0.0
914,2000000,11000000.0
756,2280000,83320000.0
288,730000,8000000.0
910,0,0.0
2640,0,1108462.0
16633,5100000,0.0
665,15000000,146900000.0
11031,2500000,4736202.0
11314,0,1723872.0
15143,0,18553948.0
89,48000000,474171806.0
10322,0,30177511.0
783,22000000,77737889.0
10644,17000000,10006806.0
11257,3000000,20966644.0
14370,0,13000000.0
12104,12000000,22244207.0
625,14400000,34700291.0
8816,0,0.0
830,1900000,3250000.0
2323,0,84431625.0
983,0,0.0
642,6000000,102308889.0
655,1746964,2181987.0
10341,23000000,0.0
639,16000000,92823546.0
266022,0,0.0
168450,0,0.0
30180,0,0.0
31388,0,0.0
41801,0,0.0
66034,0,0.0
348138,0,0.0
96288,0,0.0
61536,0,0.0
18762,0,0.0
331367,0,0.0
8077,50000000,159773545.0
814,10000000,31973249.0
41671,0,0.0
27214,0,6333135.0
52263,0,0.0
33519,1500000,0.0
16235,0,12534817.0
11449,0,86432000.0
41848,0,0.0
25944,0,0.0
24913,5000000,0.0
49126,0,0.0
32076,0,18753438.0
571,2500000,11403529.0
8851,240000,0.0
37843,2000000,0.0
32146,0,0.0
30346,0,0.0
6114,40000000,215862692.0
229,393750,0.0
13549,0,0.0
9529,6000000,25792310.0
1598,35000000,182300000.0
11349,0,0.0
7340,1800000,33800000.0
6217,0,0.0
377,1800000,25504513.0
653,0,0.0
28198,0,0.0
794,2800000,60922980.0
31640,26000000,0.0
8744,6000000,0.0
25189,42000000,0.0
145,0,3803298.0
2212,0,1179002.0
199,46000000,150000000.0
7863,0,0.0
12498,1000000,24444121.0
9279,60000000,129832389.0
53234,0,0.0
17204,0,0.0
21539,40000000,48093211.0
85589,2535000,0.0
12709,3000000,2503829.0
20539,25000000,0.0
11674,54000000,320689294.0
199512,0,0.0
64900,0,0.0
1573,70000000,240031094.0
152,35000000,139000000.0
